url,name,homepage,url_is_bad
https://seedfinder.eu/en/database/breeder/absolute-cannabis-seeds,Absolute Cannabis Seeds,https://absoluteseeds.com,FALSE
https://seedfinder.eu/en/database/breeder/accelerator-seeds,Accelerator Seeds,http://www.acceleratorseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/actual-seeds,Actual Seeds,http://web.archive.org/web/20100330055220/http://actual-seeds.ch/,TRUE
https://seedfinder.eu/en/database/breeder/acumen-genetics,Acumen Genetics,https://www.facebook.com/acumen.genetics,TRUE
https://seedfinder.eu/en/database/breeder/adhesive-genetics,Adhesive Genetics,http://www.strainly.io/en/adhesivefarms,TRUE
https://seedfinder.eu/en/database/breeder/advance-genetic,Advance Genetic,http://www.advancegenetic.com,TRUE
https://seedfinder.eu/en/database/breeder/advanced-seeds,Advanced Seeds,http://advancedseeds.com/,FALSE
https://seedfinder.eu/en/database/breeder/aeque-genetics,Aeque Genetics,https://www.aeque-genetics.ca/,FALSE
https://seedfinder.eu/en/database/breeder/afghan-seeds-connection,Afghan Seeds Connection,https://www.afghanseed.com,FALSE
https://seedfinder.eu/en/database/breeder/afghan-selection,Afghan Selection,https://www.instagram.com/afghan_selection/,TRUE
https://seedfinder.eu/en/database/breeder/aficionado-french-connection,Aficionado French Connection,https://www.aficionadoseeds.com/,FALSE
https://seedfinder.eu/en/database/breeder/aficionado-seed-bank,Aficionado Seed Bank,,TRUE
https://seedfinder.eu/en/database/breeder/aficionado-seed-collection,Aficionado Seed Collection,http://www.cannabisaficionado.com,FALSE
https://seedfinder.eu/en/database/breeder/african-seeds,African Seeds,http://web.archive.org/web/*/http://www.africanseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/afropips-seeds,Afropips Seeds,http://www.afropips.com/,TRUE
https://seedfinder.eu/en/database/breeder/afterthought-autos,Afterthought Autos,https://www.instagram.com/afterthoughtautos01/,TRUE
https://seedfinder.eu/en/database/breeder/alabama-hemp-company,Alabama Hemp Company,https://sites.google.com/view/cannabisconnoisseurs-com/alabama-hemp-company,TRUE
https://seedfinder.eu/en/database/breeder/alamo-seed-company,Alamo Seed Company,https://www.instagram.com/alamoseedcompany/,TRUE
https://seedfinder.eu/en/database/breeder/alaska-cannabis-cache,Alaska Cannabis Cache,http://www.alaskacannabiscache.com,FALSE
https://seedfinder.eu/en/database/breeder/alastorlabs,Alastorlabs,https://www.instagram.com/alastorlabs/,TRUE
https://seedfinder.eu/en/database/breeder/alchemutant,Alchemutant,https://instagram.com/alchemutant,TRUE
https://seedfinder.eu/en/database/breeder/alchemy-genetics,Alchemy Genetics,http://www.alchemygenetics.com,FALSE
https://seedfinder.eu/en/database/breeder/alex-acres,Alex Acres,https://www.youtube.com/channel/UCXlfpmld1ZJRBu-LT6rXHcA,TRUE
https://seedfinder.eu/en/database/breeder/alex-beck,Alex Beck,https://www.instagram.com/alextbeck/,TRUE
https://seedfinder.eu/en/database/breeder/alfemco,Alfemco,http://alfemco.com/,FALSE
https://seedfinder.eu/en/database/breeder/alien-genetics,Alien Genetics,,TRUE
https://seedfinder.eu/en/database/breeder/alienlabs,AlienLabs,https://www.twentysixtynine.com/,FALSE
https://seedfinder.eu/en/database/breeder/alienblood-genetix,Alienblood Genetix,https://Instagram.com/alienbloodgenetix_official,TRUE
https://seedfinder.eu/en/database/breeder/alight-for-health,Alight For Health / Alight Farms,https://www.instagram.com/alightforhealth/,TRUE
https://seedfinder.eu/en/database/breeder/all-in-medicinal-seeds,All-in Medicinal Seeds,http://allinmedicinalseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/all-star-genetics,All Star Genetics,http://asgseeds.com,TRUE
https://seedfinder.eu/en/database/breeder/allweknowisdank,All We Know Is Dank,http://allweknowisdank.com,FALSE
https://seedfinder.eu/en/database/breeder/alleycat-genetics,AlleyCat Genetics,http://alleycatgenetics.com,FALSE
https://seedfinder.eu/en/database/breeder/almighty-farms-genetics,Almighty Farms Genetics,https://www.instagram.com/almighty.farms.genetics/?hl=en,TRUE
https://seedfinder.eu/en/database/breeder/almighty-seeds,Almighty Seeds,,TRUE
https://seedfinder.eu/en/database/breeder/aloha-embassy,Aloha Embassy,https://alohaembassy.com,FALSE
https://seedfinder.eu/en/database/breeder/aloha-island-genetics,Aloha Island Genetics,https://www.instagram.com/alohaislandgenetics/,TRUE
https://seedfinder.eu/en/database/breeder/alpaca-bowl-ranch-seeds,Alpaca Bowl Ranch Seeds,https://www.strainly.io/en/alpacabowlranch,TRUE
https://seedfinder.eu/en/database/breeder/alpha-genetics,Alpha Genetics,,TRUE
https://seedfinder.eu/en/database/breeder/alphakronik-genes,Alphakronik Genes,http://alphakronikgenes.com/,TRUE
https://seedfinder.eu/en/database/breeder/alpinstash,AlpinStash,http://www.alpinstash.com,TRUE
https://seedfinder.eu/en/database/breeder/alpindica-seeds,Alpindica Seeds,http://www.alpindica.at,FALSE
https://seedfinder.eu/en/database/breeder/alpine-seeds,Alpine-Seeds,http://www.alpine-seeds.ch/,TRUE
https://seedfinder.eu/en/database/breeder/altitude-genetics,Altitude Genetics,https://altitudegenetics.square.site,FALSE
https://seedfinder.eu/en/database/breeder/altitude-ranch-genetics,Altitude Ranch Genetics,https://www.instagram.com/altitudefarm/,TRUE
https://seedfinder.eu/en/database/breeder/amadeus-genetics,Amadeus Genetics,,TRUE
https://seedfinder.eu/en/database/breeder/amaranta-seeds,Amaranta Seeds,http://www.amaranta-seeds.nl,TRUE
https://seedfinder.eu/en/database/breeder/ambitious-seeds,Ambitious Seeds,https://www.instagram.com/ambitious_seeds/?hl=en,TRUE
https://seedfinder.eu/en/database/breeder/ambrosia,Ambrosia,https://www.instagram.com/ambrosia_seeds/,TRUE
https://seedfinder.eu/en/database/breeder/amft13beans,Amft13beans,https://www.instagram.com/amft13beans/,TRUE
https://seedfinder.eu/en/database/breeder/amish-warrior-seeds,Amish Warrior Seeds,https://www.instagram.com/amishwarrior08/,TRUE
https://seedfinder.eu/en/database/breeder/amsterdam-finest-seeds,Amsterdam Finest Seeds,http://www.amsterdamfinestseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/amsterdam-genetics,Amsterdam Genetics,https://www.amsterdamgenetics.com/,FALSE
https://seedfinder.eu/en/database/breeder/ananda-seeds,Ananda Seeds,,TRUE
https://seedfinder.eu/en/database/breeder/andalucia-seeds,Andalucía Seeds,http://www.andaluciaseeds.es,TRUE
https://seedfinder.eu/en/database/breeder/andina-seeds,Andina Seeds,https://www.instagram.com/andina.seeds/,TRUE
https://seedfinder.eu/en/database/breeder/andromeda-strains,Andromeda Strains,,TRUE
https://seedfinder.eu/en/database/breeder/anesia-seeds,Anesia Seeds,https://anesiaseeds.com,FALSE
https://seedfinder.eu/en/database/breeder/anjaneya-mountain-medicine,Anjaneya Mountain Medicine,https://www.instagram.com/anjaneyamountainmedicine,TRUE
https://seedfinder.eu/en/database/breeder/annabelles-garden,Annabelle's Garden,https://www.instagram.com/annabellesgardenseedss/,TRUE
https://seedfinder.eu/en/database/breeder/annibale-genetics,Annibale Genetics,https://www.annibaleseedshop.com/cat/cannabis-seeds/european/italy/annibale-genetics/,TRUE
https://seedfinder.eu/en/database/breeder/annunaki-genetics,Annunaki Genetics,https://annunakigenetics.com,FALSE
https://seedfinder.eu/en/database/breeder/anomaly-seeds,Anomaly Seeds,http://anomalyseeds.com,TRUE
https://seedfinder.eu/en/database/breeder/antenna-seeds,Antenna Seeds,https://www.instagram.com/antenna_seeds/,TRUE
https://seedfinder.eu/en/database/breeder/anthony-renee-genetics,Anthony Renee Genetics,https://craighall77.wixsite.com/mountpriorprocessing,TRUE
https://seedfinder.eu/en/database/breeder/anthos-seeds,Anthos Seeds,https://www.instagram.com/anthosseeds/,TRUE
https://seedfinder.eu/en/database/breeder/antistresscrew,AntiStressCrew,https://www.instagram.com/antistresscrew/,TRUE
https://seedfinder.eu/en/database/breeder/ape-genetics,Ape Genetics,,TRUE
https://seedfinder.eu/en/database/breeder/apeorigin,ApeOrigin,,TRUE
https://seedfinder.eu/en/database/breeder/apex-seeds,Apex Seeds,https://www.apexseeds.com/,FALSE
https://seedfinder.eu/en/database/breeder/apex-solventless,Apex Solventless,http://apexsolventless.com,FALSE
https://seedfinder.eu/en/database/breeder/apothecary-genetics,Apothecary Genetics,http://www.apothecarygenetics.com/,TRUE
https://seedfinder.eu/en/database/breeder/apotix,Apotix,https://www.instagram.com/apotix/,TRUE
https://seedfinder.eu/en/database/breeder/appalachian-genetics,Appalachian Genetics,https://www.appalachiangenetics.com/,TRUE
https://seedfinder.eu/en/database/breeder/aqualung-gardens,Aqualung Gardens,https://www.instagram.com/aqualunggardens/,TRUE
https://seedfinder.eu/en/database/breeder/arcana-seed-and-genetics-company,Arcana Seed & Genetics Company,https://www.instagram.com/arcanaseedcompany/,TRUE
https://seedfinder.eu/en/database/breeder/archies-seed-co,Archie's seed Co.,http://chosenschoice.net/,TRUE
https://seedfinder.eu/en/database/breeder/archive-seed-bank,Archive Seed Bank,http://archiveseedbank.com/,FALSE
https://seedfinder.eu/en/database/breeder/archive-of-classic-seeds,Archive of Classic Seeds,https://www.archive-of-classic-seeds.eu/,TRUE
https://seedfinder.eu/en/database/breeder/arctic-genetics,Arctic Genetics,https://www.instagram.com/arcticgenetics/,TRUE
https://seedfinder.eu/en/database/breeder/aristode-seed-co,Aristode Seed Co,https://www.instagram.com/aristodef5,TRUE
https://seedfinder.eu/en/database/breeder/art-genetix,Art Genetix,https://artgenetix.world/,FALSE
https://seedfinder.eu/en/database/breeder/artifact-genetics,Artifact Genetics,https://www.instagram.com/artifactgenetics,TRUE
https://seedfinder.eu/en/database/breeder/artizen-seeds,Artizen Seeds,https://www.artizencannabisseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/asclepius-agriculture,Asclepius Agriculture,http://asclepiusaagriculture.com,TRUE
https://seedfinder.eu/en/database/breeder/astrul,Astrul,http://www.astrul.com,TRUE
https://seedfinder.eu/en/database/breeder/asturjaya,Asturjaya,http://www.asturjaya.es/,TRUE
https://seedfinder.eu/en/database/breeder/atao-genetics,Atao Genetics,https://www.instagram.com/atao_genetics/,TRUE
https://seedfinder.eu/en/database/breeder/atlas-seed,Atlas Seed,https://www.instagram.com/atlasseed/,TRUE
https://seedfinder.eu/en/database/breeder/aura-genetix,Aura Genetix,https://www.instagram.com/auragenetix/,TRUE
https://seedfinder.eu/en/database/breeder/aurora-genetics,Aurora Genetics,https://www.instagram.com/auroragenetics,TRUE
https://seedfinder.eu/en/database/breeder/aurora-winds-botanical-seeds,Aurora Winds Botanical Seeds,http://www.aurorawindsbotanical.com,TRUE
https://seedfinder.eu/en/database/breeder/austrian-sunseeds,Austrian Sunseeds,http://www.puffandstuff.at/seeds.html#austrian,TRUE
https://seedfinder.eu/en/database/breeder/authentic-genetics,Authentic Genetics,https://www.instagram.com/agseedco/,TRUE
https://seedfinder.eu/en/database/breeder/author-seeds,Author Seeds,https://authorseed.com/,TRUE
https://seedfinder.eu/en/database/breeder/autofem-seeds,AutoFem Seeds,https://web.archive.org/web/20120226072057/http://www.autofem.com/,TRUE
https://seedfinder.eu/en/database/breeder/auto-seeds,Auto Seeds,http://www.autoseeds.com/,FALSE
https://seedfinder.eu/en/database/breeder/automaris,Automaris,http://automaris.com,TRUE
https://seedfinder.eu/en/database/breeder/avalanche-genetics,Avalanche Genetics,https://www.instagram.com/avalanche_genetics/,TRUE
https://seedfinder.eu/en/database/breeder/avalon-garden,Avalon Garden,,TRUE
https://seedfinder.eu/en/database/breeder/awka-semillas,Awka Semillas,www.awkasemillas.com,TRUE
https://seedfinder.eu/en/database/breeder/azmeds,AzMeds,https://www.instagram.com/azmeds/profilecard/?igsh=MTlnOTZ1MHQ4NHQ1dw==,TRUE
https://seedfinder.eu/en/database/breeder/azarius-seeds,Azarius Seeds,https://azarius.net/seedshop/azarius-seeds/,FALSE
https://seedfinder.eu/en/database/breeder/aztech-genetics,Aztech Genetics,http://aztechsmokeshop.co.uk/,FALSE
https://seedfinder.eu/en/database/breeder/b-dub-genetics,B-dub Genetics,https://www.instagram.com/bdubgenetics/,TRUE
https://seedfinder.eu/en/database/breeder/bc-bud-depot,B.C. Bud Depot,https://www.bcbuddepot.com/,FALSE
https://seedfinder.eu/en/database/breeder/bc-grown,B.C. Grown,,TRUE
https://seedfinder.eu/en/database/breeder/big-seeds,B.I.G. Seeds,http://www.bcnbest.jimdo.com,TRUE
https://seedfinder.eu/en/database/breeder/bog-seeds,B.O.G. Seeds,https://www.facebook.com/bog.seeds,TRUE
https://seedfinder.eu/en/database/breeder/b-seeds-co,B. Seeds Co.,http://www.bseedsco.com/,FALSE
https://seedfinder.eu/en/database/breeder/bama-seeds,BAMA Seeds,http://www.bamaseeds.com,FALSE
https://seedfinder.eu/en/database/breeder/bc-growers-association,BC Growers Association,http://www.cannabase.com/cl/bcga/bcg.htm,TRUE
https://seedfinder.eu/en/database/breeder/bcn-seeds,BCN Seeds,http://bcnseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/bj-cannabis-co,BJ Cannabis Co.,https://www.instagram.com/bjcannabisco/,TRUE
https://seedfinder.eu/en/database/breeder/bsb-genetics,BSB Genetics,http://www.bsbgenetics.com/,TRUE
https://seedfinder.eu/en/database/breeder/bsf-seeds,BSF Seeds,https://www.bsfseeds.com/,FALSE
https://seedfinder.eu/en/database/breeder/bsv-genetics,BSV Genetics,https://www.blackstoneseedbank.com/,FALSE
https://seedfinder.eu/en/database/breeder/baby-zeus-genetics,Baby Zeus Genetics,https://sites.google.com/view/babyzeusgenetics/home,TRUE
https://seedfinder.eu/en/database/breeder/babylon-seeds-bank,Babylon Seeds Bank,http://www.babylonseedsbank.es,TRUE
https://seedfinder.eu/en/database/breeder/backcountryresin,BackCountryResin,https://www.instagram.com/backcountryresin,TRUE
https://seedfinder.eu/en/database/breeder/backcountry-farms,Backcountry Farms,https://www.backcountryfarmz.com/the-shop/From-The-Vault-Collection-c55035498,TRUE
https://seedfinder.eu/en/database/breeder/backyard-boogie,Backyard Boogie,https://www.instagram.com/backyardboogiebeans42/,TRUE
https://seedfinder.eu/en/database/breeder/bad-dawg-freebies,Bad Dawg Freebies,,TRUE
https://seedfinder.eu/en/database/breeder/bad-fish-genetics,Bad Fish Genetics,https://www.badfishseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/baked-beans-cannabis-seeds,Baked Beans Cannabis Seeds,http://www.bakedbeans-cannabis-seeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/baked-beanz,Baked Beanz,,TRUE
https://seedfinder.eu/en/database/breeder/baked-botany,Baked Botany,https://www.instagram.com/bakedbotany/,TRUE
https://seedfinder.eu/en/database/breeder/bald-monkey-seeds,Bald Monkey Seeds,,TRUE
https://seedfinder.eu/en/database/breeder/lala-seeds,Bald man Lala Seeds,,TRUE
https://seedfinder.eu/en/database/breeder/banana-peel-genetics,Banana Peel Genetics,https://www.instagram.com/bananapeelgenetics/,TRUE
https://seedfinder.eu/en/database/breeder/barba-seeds,Barba Seeds,https://www.instagram.com/barbaseeds/,TRUE
https://seedfinder.eu/en/database/breeder/bardi-green-voohoo-genetics,Bardi Green Voohoo Genetics,http://www.voohoogenetics.com,TRUE
https://seedfinder.eu/en/database/breeder/barneys-farm,Barneys Farm,https://barneysfarm.com/,FALSE
https://seedfinder.eu/en/database/breeder/basement-chuckers,Basement Chuckers,https://www.instagram.com/basement_chuckers,TRUE
https://seedfinder.eu/en/database/breeder/basic-seeds,Basic Seeds,http://www.basicseeds.nl,TRUE
https://seedfinder.eu/en/database/breeder/basinaudo,Basinaudo,https://www.instagram.com/basinaudo/,TRUE
https://seedfinder.eu/en/database/breeder/bask-triangle-farms,Bask Triangle Farms,https://basktrianglefarms.com/,FALSE
https://seedfinder.eu/en/database/breeder/basmati-gardens,Basmati Gardens,https://strainly.io/en/craigl2,TRUE
https://seedfinder.eu/en/database/breeder/bat-country-farms,Bat Country Farms,https://www.instagram.com/batcountryfarms/,TRUE
https://seedfinder.eu/en/database/breeder/batman,Batman,http://www.pointz.work,TRUE
https://seedfinder.eu/en/database/breeder/bay-exclusives,Bay Exclusives Seeds & Clones,https://www.instagram.com/bayexclusives_seeds/,TRUE
https://seedfinder.eu/en/database/breeder/bay-seeds,Bay Seeds,https://bayseeds.weebly.com/,TRUE
https://seedfinder.eu/en/database/breeder/bayou-boys-genetics,Bayou Boys Genetics,https://www.instagram.com/bayouboysgenetics/,TRUE
https://seedfinder.eu/en/database/breeder/bean-barn-seed-co,Bean Barn Seed Co,https://www.instagram.com/beanbarnseeds/,TRUE
https://seedfinder.eu/en/database/breeder/bean-boyz-genetics,Bean Boyz Genetics,https://www.facebook.com/beanboyzgenetics,TRUE
https://seedfinder.eu/en/database/breeder/bean-drop-genetics,Bean Drop Genetics,http://www.beandropgenetics.com,TRUE
https://seedfinder.eu/en/database/breeder/bean-genie-autos,Bean Genie Autos,,TRUE
https://seedfinder.eu/en/database/breeder/beanmill-genetics,Beanmill Genetics,https://www.instagram.com/BeanMillGenetics/,TRUE
https://seedfinder.eu/en/database/breeder/beans2trees,Beans2Trees,https://www.instagram.com/beans2trees/,TRUE
https://seedfinder.eu/en/database/breeder/beans-by-wuzi-1,Beans By Wuzi,https://www.beansbywuzi.com/,FALSE
https://seedfinder.eu/en/database/breeder/bear-grows-genetics,Bear Grows Genetics,https://www.instagram.com/bears_growit,TRUE
https://seedfinder.eu/en/database/breeder/bedrock-genetics,Bedrock Genetics,https://bedrockgenetics.com/,FALSE
https://seedfinder.eu/en/database/breeder/bees-selection,Bee's Selection,https://brandonlasso.wixsite.com/beesselection-1,TRUE
https://seedfinder.eu/en/database/breeder/bee-nerdy,Bee Nerdy,https://www.instagram.com/bee__nerdy/,TRUE
https://seedfinder.eu/en/database/breeder/beebop-genetics,Beebop Genetics,https://beebopgenetics.com/,FALSE
https://seedfinder.eu/en/database/breeder/beefcake-genetics,Beefcake Genetics,https://www.instagram.com/cr8zydank,TRUE
https://seedfinder.eu/en/database/breeder/beegens-beans,Beegen's Beans,https://www.beegensbeans.com,FALSE
https://seedfinder.eu/en/database/breeder/beleaf-cannabis,Beleaf Cannabis,https://www.instagram.com/bel.eafcannabis20/,TRUE
https://seedfinder.eu/en/database/breeder/best-coast-genetics,Best Coast Genetics,https://www.instagram.com/bcoastgenetics/,TRUE
https://seedfinder.eu/en/database/breeder/bestthinggrowing,BestThingGrowing,https://www.instagram.com/bestthinggrowing/,TRUE
https://seedfinder.eu/en/database/breeder/beta-seeds,Beta Seeds,https://www.facebook.com/BetasSeeds/,TRUE
https://seedfinder.eu/en/database/breeder/beuh-chat-seeds-company,Beuh-Chat Seeds Company,https://www.instagram.com/beuhchat/,TRUE
https://seedfinder.eu/en/database/breeder/beyond-genetics,Beyond Genetics,https://www.instagram.com/beyondgenetics420/,TRUE
https://seedfinder.eu/en/database/breeder/beyond-hype-seed-co,Beyond Hype Seed Co,https://www.instagram.com/beyond_hype_seed_co/,TRUE
https://seedfinder.eu/en/database/breeder/beyond-top-shelf,Beyond Top Shelf,https://www.instagram.com/beyondtopshelf/,TRUE
https://seedfinder.eu/en/database/breeder/bhangdog,Bhang!Dog,https://www.bhang.dog/,TRUE
https://seedfinder.eu/en/database/breeder/bipolarbear420,BiPolarBear420,https://www.instagram.com/bi_polar_bear420,TRUE
https://seedfinder.eu/en/database/breeder/big-buddha-seeds,Big Buddha Seeds,http://www.bigbuddhaseeds.com,FALSE
https://seedfinder.eu/en/database/breeder/big-buddy-seeds,Big Buddy Seeds,https://www.instagram.com/bigbuddyseeds/,TRUE
https://seedfinder.eu/en/database/breeder/big-chiefer-reefer,Big Chiefer Reefer,https://www.instagram.com/bigchieferreefer/,TRUE
https://seedfinder.eu/en/database/breeder/big-dans-genetix,Big Dans Genetix,http://www.bigdansgenetix.com,FALSE
https://seedfinder.eu/en/database/breeder/big-dog-exotic-cannabis-seeds,Big Dog Exotic Cannabis Seeds,https://bigdogexoticgenetics.com/,FALSE
https://seedfinder.eu/en/database/breeder/big-head-seeds,Big Head Seeds,http://www.bigheadseeds.com,FALSE
https://seedfinder.eu/en/database/breeder/big-muddy-genetics,Big Muddy Genetics,https://bigmuddygenetics.com,FALSE
https://seedfinder.eu/en/database/breeder/big-nose-genetics,Big Nose Genetics,https://www.instagram.com/bignosegenetics/,TRUE
https://seedfinder.eu/en/database/breeder/big-sky-beans,Big Sky Beans,http://bigskybeans.com,FALSE
https://seedfinder.eu/en/database/breeder/big-tree-cultivars,Big Tree Cultivars,http://bigtreecultivars.com,TRUE
https://seedfinder.eu/en/database/breeder/bigdogs-seeds-collection,Bigdogs Seeds Collection,,TRUE
https://seedfinder.eu/en/database/breeder/bigworm-genetics,Bigworm Genetics,https://www.instagram.com/bigworm_6969/,TRUE
https://seedfinder.eu/en/database/breeder/billy-budd,Billy Budd,http://billybudd.zappersoftware.com,TRUE
https://seedfinder.eu/en/database/breeder/billy-seeds-co,Billy Seeds Co,https://billyseedsco.com/,FALSE
https://seedfinder.eu/en/database/breeder/binary-selections,Binary Selections,https://www.instagram.com/binaryselections/,TRUE
https://seedfinder.eu/en/database/breeder/bio-dynamic-grown-cultivars,Bio.dynamic Grown Cultivars,https://www.instagram.com/bio.dynamic_grown_cultivars/,TRUE
https://seedfinder.eu/en/database/breeder/bio-bomb-selections,Bio Bomb Selections,https://www.instagram.com/bio.bomb.selections,TRUE
https://seedfinder.eu/en/database/breeder/bioqueen-seeds,BioQueen Seeds,,TRUE
https://seedfinder.eu/en/database/breeder/bio-vortex,Bio Vortex,https://www.instagram.com/biovortex/,TRUE
https://seedfinder.eu/en/database/breeder/biohazard-seeds,Biohazard Seeds,http://biohazardseeds.com/,TRUE
https://seedfinder.eu/en/database/breeder/bird-genes,Bird Genes,http://www.birdgenes.com,FALSE
https://seedfinder.eu/en/database/breeder/black-army-collection,Black Army Collection,https://instagram.com/blackarmycollection,TRUE
https://seedfinder.eu/en/database/breeder/black-bear-cannabis-company,Black Bear Cannabis Company,http://www.blackbearcannabis.com,TRUE
https://seedfinder.eu/en/database/breeder/black-cat-seeds,Black Cat Seeds,https://www.instagram.com/t.o.p.cat/,TRUE
https://seedfinder.eu/en/database/breeder/black-diamond-genetics,Black Diamond Genetics,http://black-diamond-genetics.com,FALSE
https://seedfinder.eu/en/database/breeder/black-farm-genetix,Black Farm Genetix,https://blackfarmgenetix.com/,FALSE
https://seedfinder.eu/en/database/breeder/black-flag-genetics,Black Flag Genetics,https://www.instagram.com/blackflaggenetics/,TRUE
https://seedfinder.eu/en/database/breeder/black-hand-seeds,Black Hand Seeds,,TRUE
https://seedfinder.eu/en/database/breeder/black-label,Black Label,http://www.highqualityseeds.nl,TRUE
